"";"DDN";"Localidad";"Provincia";"pagina"
"1743";3471;"ARMSTRONG";"SANTA FE";141
"1744";3471;"BOUQUET";"SANTA FE";141
"1745";3471;"BUSTINZA";"SANTA FE";141
"1746";3471;"CAÑADA DE GOMEZ";"SANTA FE";141
"1747";3471;"CLASON";"SANTA FE";142
"1748";3471;"CORREA";"SANTA FE";142
"1749";3471;"LAS PAREJAS";"SANTA FE";142
"1750";3471;"LAS ROSAS";"SANTA FE";142
"1751";3471;"MONTES DE OCA";"SANTA FE";142
"1752";3471;"TORTUGAS";"SANTA FE";142
"1753";3471;"VILLA ELOISA";"SANTA FE";142
"1754";3472;"COLONIA FLORA";"CORDOBA";142
"1755";3472;"GENERAL ROCA (PROV.  CORDOBA)";"CORDOBA";142
"1756";3472;"LEONES";"CORDOBA";142
"1757";3472;"MARCOS JUAREZ";"CORDOBA";143
"1758";3472;"NOETINGER";"CORDOBA";143
"1759";3472;"SAIRA";"CORDOBA";143
"1760";3472;"VILLA ELISA (PROV.  CORDOBA)";"CORDOBA";143
"1761";3476;"ALDAO";"SANTA FE";143
"1762";3476;"CLARKE";"SANTA FE";143
"1763";3476;"LUCIO VICENTE LOPEZ";"SANTA FE";143
"1764";3476;"LUIS PALACIOS";"SANTA FE";143
"1765";3476;"MACIEL";"SANTA FE";143
"1766";3476;"OLIVEROS";"SANTA FE";143
"1767";3476;"PUEBLO ANDINO";"SANTA FE";144
"1768";3476;"PUERTO GABOTO";"SANTA FE";144
"1769";3476;"RICARDONE";"SANTA FE";144
"1770";3476;"SALTO GRANDE";"SANTA FE";144
"1771";3476;"SAN LORENZO (PROV.  SANTA FE)";"SANTA FE";144
"1772";3476;"SERODINO";"SANTA FE";144
"1773";3476;"TIMBUES";"SANTA FE";144
"1774";3476;"TOTORAS";"SANTA FE";144
"1775";3476;"VILLA LA RIBERA";"SANTA FE";144
"1776";3482;"ARROYO CEIBAL";"SANTA FE";145
"1777";3482;"BERNA";"SANTA FE";145
"1778";3482;"CAMPO HARDY";"SANTA FE";145
"1779";3482;"CAÑADA OMBU";"SANTA FE";146
"1780";3482;"EL ARAZA";"SANTA FE";146
"1781";3482;"EL RABON";"SANTA FE";146
"1782";3482;"EL SOMBRERITO";"SANTA FE";146
"1783";3482;"FLOR DE ORO";"SANTA FE";146
"1784";3482;"FLORENCIA";"SANTA FE";146
"1785";3482;"GARABATO";"SANTA FE";146
"1786";3482;"GUADALUPE NORTE";"SANTA FE";146
"1787";3482;"INGENIERO CHANOURDIE";"SANTA FE";146
"1788";3482;"INTIYACO";"SANTA FE";146
"1789";3482;"LA SARITA";"SANTA FE";147
"1790";3482;"LANTERI";"SANTA FE";147
"1791";3482;"LAS GARZAS";"SANTA FE";147
"1792";3482;"LAS TOSCAS (PROV.  SANTA FE)";"SANTA FE";147
"1793";3482;"LOS AMORES";"SANTA FE";147
"1794";3482;"LOS LAURELES";"SANTA FE";147
"1795";3482;"MALABRIGO";"SANTA FE";147
"1796";3482;"MOUSSY";"SANTA FE";147
"1797";3482;"NICANOR E. MOLINAS";"SANTA FE";147
"1798";3482;"PUERTO RECONQUISTA";"SANTA FE";147
"1799";3482;"RECONQUISTA";"SANTA FE";148
"1800";3482;"ROMANG";"SANTA FE";148
"1801";3482;"SAN ANTONIO DE OBLIGADO";"SANTA FE";148
"1802";3482;"SAN MANUEL (PROV.  SANTA FE)";"SANTA FE";148
"1803";3482;"TARTAGAL (PROV.  SANTA FE)";"SANTA FE";148
"1804";3482;"VILLA ANA";"SANTA FE";148
"1805";3482;"VILLA GUILLERMINA";"SANTA FE";148
"1806";3482;"VILLA OCAMPO";"SANTA FE";148
"1807";3483;"CALCHAQUI";"SANTA FE";148
"1808";3483;"ESPIN";"SANTA FE";148
"1809";3483;"FORTIN OLMOS";"SANTA FE";149
"1810";3483;"LA GALLARETA";"SANTA FE";149
"1811";3483;"MARGARITA";"SANTA FE";149
"1812";3483;"PEDRO GOMEZ CELLO";"SANTA FE";149
"1813";3483;"VERA";"SANTA FE";149
"1814";3487;"LIMA";"BUENOS AIRES";149
"1815";3487;"ZARATE";"BUENOS AIRES";149
"1816";3489;"CAMPANA";"BUENOS AIRES";149
"1817";3489;"ING. ROMULO OTAMENDI";"BUENOS AIRES";149
"1818";3491;"AMBROSETTI";"SANTA FE";149
"1819";3491;"ARRUFO";"SANTA FE";150
"1820";3491;"CERES";"SANTA FE";150
"1821";3491;"ESTEBAN RAMS";"SANTA FE";150
"1822";3491;"GATO COLORADO";"SANTA FE";150
"1823";3491;"GREGORIA PEREZ DE DENIS";"SANTA FE";150
"1824";3491;"HERSILIA";"SANTA FE";150
"1825";3491;"LA RUBIA";"SANTA FE";150
"1826";3491;"LOGROÑO";"SANTA FE";150
"1827";3491;"LOS SALADILLOS";"SANTA FE";150
"1828";3491;"MONTEFIORE";"SANTA FE";150
"1829";3491;"POZO BORRADO";"SANTA FE";151
"1830";3491;"SAN BERNARDO (PROV.  SANTA FE)";"SANTA FE";151
"1831";3491;"SANTA MARGARITA";"SANTA FE";151
"1832";3491;"TOSTADO";"SANTA FE";151
"1833";3491;"VILLA MINETTI";"SANTA FE";151
"1834";3491;"VILLA TRINIDAD";"SANTA FE";151
"1835";3492;"ANGELICA";"SANTA FE";151
"1836";3492;"AURELIA SUR";"SANTA FE";151
"1837";3492;"BAUER Y SIGEL";"SANTA FE";151
"1838";3492;"BELLA ITALIA";"SANTA FE";151
"1839";3492;"CASTELLANOS";"SANTA FE";152
"1840";3492;"CLUCELLAS";"SANTA FE";152
"1841";3492;"COLONIA CELLO";"SANTA FE";152
"1842";3492;"COLONIA MARGARITA";"SANTA FE";152
"1843";3492;"CORONEL FRAGA";"SANTA FE";152
"1844";3492;"EGUSQUIZA";"SANTA FE";152
"1845";3492;"ESMERALDA";"SANTA FE";152
"1846";3492;"ESTACION CLUCELLAS";"SANTA FE";152
"1847";3492;"JOSEFINA";"SANTA FE";152
"1848";3492;"LEHMANN";"SANTA FE";152
"1849";3492;"PRESIDENTE ROCA";"SANTA FE";153
"1850";3492;"RAFAELA";"SANTA FE";153
"1851";3492;"RAMONA";"SANTA FE";153
"1852";3492;"SAGUIER";"SANTA FE";153
"1853";3492;"SAN VICENTE (PROV.  SANTA FE)";"SANTA FE";153
"1854";3492;"SANTA CLARA DE SAGUIER";"SANTA FE";153
"1855";3492;"SUSANA";"SANTA FE";153
"1856";3492;"VILA";"SANTA FE";153
"1857";3492;"VILLA SAN JOSE";"SANTA FE";153
"1858";3493;"ATALIVA";"SANTA FE";153
"1859";3493;"COLONIA ALDAO";"SANTA FE";154
"1860";3493;"COLONIA BICHA";"SANTA FE";154
"1861";3493;"COLONIA TACURALES";"SANTA FE";154
"1862";3493;"EUSEBIA";"SANTA FE";154
"1863";3493;"GALISTEO";"SANTA FE";154
"1864";3493;"HUMBERTO PRIMO";"SANTA FE";154
"1865";3493;"RAQUEL";"SANTA FE";154
"1866";3493;"SUNCHALES";"SANTA FE";154
"1867";3493;"TACURAL";"SANTA FE";154
"1868";3496;"CAVOUR";"SANTA FE";154
"1869";3496;"COLONIA PUJOL";"SANTA FE";155
"1870";3496;"ESPERANZA (PROV.  SANTA FE)";"SANTA FE";155
"1871";3496;"FELICIA";"SANTA FE";155
"1872";3496;"GRUTLY SUR";"SANTA FE";155
"1873";3496;"HUMBOLDT";"SANTA FE";155
"1874";3496;"NUEVO TORINO";"SANTA FE";155
"1875";3496;"RIVADAVIA (PROV.  SANTA FE)";"SANTA FE";155
"1876";3497;"CAMPO ANDINO";"SANTA FE";155
"1877";3497;"CAYASTACITO";"SANTA FE";155
"1878";3497;"COLONIA ESTHER";"SANTA FE";155
"1879";3497;"CULULU";"SANTA FE";156
"1880";3497;"EMILIA";"SANTA FE";156
"1881";3497;"LA PELADA";"SANTA FE";156
"1882";3497;"LLAMBI CAMPBELL";"SANTA FE";156
"1883";3497;"MARIA LUISA";"SANTA FE";156
"1884";3497;"PROGRESO";"SANTA FE";156
"1885";3497;"PROVIDENCIA";"SANTA FE";156
"1886";3497;"SANTO DOMINGO (PROV.  SANTA FE)";"SANTA FE";156
"1887";3497;"SARMIENTO (PROV.  SANTA FE)";"SANTA FE";156
"1888";3497;"SOUTO MAYOR";"SANTA FE";156
"1889";3498;"ELISA";"SANTA FE";157
"1890";3498;"GOBERNADOR CRESPO";"SANTA FE";157
"1891";3498;"LA CAMILA";"SANTA FE";157
"1892";3498;"LA CRIOLLA (PROV.  SANTA FE)";"SANTA FE";157
"1893";3498;"LA PENCA Y CARAGUATA";"SANTA FE";157
"1894";3498;"MARCELINO ESCALADA";"SANTA FE";157
"1895";3498;"NARE";"SANTA FE";157
"1896";3498;"RAMAYON";"SANTA FE";157
"1897";3498;"SAN JUSTO (PROV.  SANTA FE)";"SANTA FE";157
"1898";3498;"SAN MARTIN NORTE";"SANTA FE";157
"1899";3498;"SOLEDAD";"SANTA FE";158
"1900";3498;"VERA Y PINTADO";"SANTA FE";158
"1901";3498;"VIDELA";"SANTA FE";158
"1902";3498;"VILLA SARALEGUI";"SANTA FE";158
"1903";3521;"AGUA HEDIONDA";"CORDOBA";160
"1904";3521;"AVELLANEDA (PROV. CORDOBA)";"CORDOBA";160
"1905";3521;"CAMINIAGA";"CORDOBA";160
"1906";3521;"CHUÑA";"CORDOBA";160
"1907";3521;"COPACABANA (PROV.  CORDOBA)";"CORDOBA";160
"1908";3521;"DEAN FUNES";"CORDOBA";160
"1909";3521;"EL PERCHEL (PROV. CORDOBA, DTO. TULUMBA)";"CORDOBA";160
"1910";3521;"EL TUSCAL";"CORDOBA";160
"1911";3521;"GUAYACASTE";"CORDOBA";160
"1912";3521;"ISCHILIN";"CORDOBA";160
"1913";3521;"ISLA DE SAN ANTONIO";"CORDOBA";161
"1914";3521;"LA CAÑADA (PROV. CORDOBA, DTO. TULUMBA)";"CORDOBA";161
"1915";3521;"LAS JUNTAS (PROV.  CORDOBA)";"CORDOBA";161
"1916";3521;"LAS PALMITAS OESTE";"CORDOBA";161
"1917";3521;"LOS CHAÑARES";"CORDOBA";161
"1918";3521;"LUCIO VICTOR MANSILLA";"CORDOBA";161
"1919";3521;"QUILINO";"CORDOBA";161
"1920";3521;"SAN JOSE DE LA DORMIDA";"CORDOBA";161
"1921";3521;"SAN JOSE DE LAS SALINAS";"CORDOBA";161
"1922";3521;"SAN PEDRO  DE TOYOS";"CORDOBA";161
"1923";3521;"SANTA CRUZ (PROV.  CORDOBA)";"CORDOBA";162
"1924";3521;"VILLA ALBERTINA";"CORDOBA";162
"1925";3521;"VILLA GUTIERREZ";"CORDOBA";162
"1926";3521;"VILLA TULUMBA";"CORDOBA";162
"1927";3522;"AGUA DE ORO (PROV. CORDOBA, DTO. RIO SECO)";"CORDOBA";162
"1928";3522;"CAMPO ALEGRE";"CORDOBA";162
"1929";3522;"CAMPO GRANDE (PROV.  CORDOBA)";"CORDOBA";162
"1930";3522;"CHUÑA HUASI";"CORDOBA";162
"1931";3522;"EL RODEO (PROV.  CORDOBA)";"CORDOBA";162
"1932";3522;"ENCRUCIJADAS";"CORDOBA";162
"1933";3522;"LA CAÑADA (PROV. CORDOBA, DTO. RIO SECO)";"CORDOBA";163
"1934";3522;"LA ESPERANZA";"CORDOBA";163
"1935";3522;"LAS ARRIAS";"CORDOBA";163
"1936";3522;"LOS CERRILLOS (PROV. CORDOBA, DTO RIO SECO)";"CORDOBA";163
"1937";3522;"LOS LIMITES";"CORDOBA";163
"1938";3522;"LOS POZOS";"CORDOBA";163
"1939";3522;"LOS TAJAMARES";"CORDOBA";163
"1940";3522;"LOS TRES RIOS";"CORDOBA";163
"1941";3522;"POZO NUEVO";"CORDOBA";163
"1942";3522;"SAN FRANCISCO DEL CHAÑAR";"CORDOBA";163
"1943";3522;"SANTA ANA (PROV. CORDOBA, DTO. SOBREMONTE)";"CORDOBA";164
"1944";3522;"SEBASTIAN ELCANO";"CORDOBA";164
"1945";3522;"TOTORILLA";"CORDOBA";164
"1946";3522;"VILLA DE MARIA DE RIO SECO";"CORDOBA";164
"1947";3524;"EL BAÑADO NORTE";"CORDOBA";164
"1948";3524;"LAS PEÑAS NORTE";"CORDOBA";164
"1949";3524;"SIMBOLAR (PROV.  CORDOBA)";"CORDOBA";164
"1950";3524;"VILLA DEL TOTORAL";"CORDOBA";164
"1951";3525;"AGUA DE LAS PIEDRAS";"CORDOBA";164
"1952";3525;"AGUA DE ORO (PROV. CORDOBA, DTO. COLON)";"CORDOBA";164
"1953";3525;"ASCOCHINGA";"CORDOBA";165
"1954";3525;"CAÑADA DE LUQUE";"CORDOBA";165
"1955";3525;"COLONIA CAROYA";"CORDOBA";165
"1956";3525;"EL QUEBRACHO NORTE";"CORDOBA";165
"1957";3525;"EL SAUCE SUR";"CORDOBA";165
"1958";3525;"ESTACION SARMIENTO";"CORDOBA";165
"1959";3525;"GENERAL PAZ";"CORDOBA";165
"1960";3525;"JESUS MARIA";"CORDOBA";165
"1961";3525;"LA GRANJA";"CORDOBA";165
"1962";3525;"LOS MOLLES (PROV.  CORDOBA, DTO. COLON)";"CORDOBA";165
"1963";3525;"SAN JORGE (PROV. CORDOBA)";"CORDOBA";166
"1964";3525;"SINSACATE";"CORDOBA";166
"1965";3532;"CALCHIN OESTE";"CORDOBA";169
"1966";3532;"COLAZO";"CORDOBA";169
"1967";3532;"COLONIA ALMADA";"CORDOBA";169
"1968";3532;"COLONIA GARZON";"CORDOBA";170
"1969";3532;"COLONIA VIDELA";"CORDOBA";170
"1970";3532;"LAS JUNTURAS";"CORDOBA";170
"1971";3532;"OLIVA";"CORDOBA";170
"1972";3532;"PAMPAYASTA SUR";"CORDOBA";170
"1973";3533;"ALICIA";"CORDOBA";170
"1974";3533;"EL ARAÑADO";"CORDOBA";170
"1975";3533;"EL FORTIN";"CORDOBA";170
"1976";3533;"LAS VARAS";"CORDOBA";170
"1977";3533;"LAS VARILLAS";"CORDOBA";170
"1978";3533;"SACANTA";"CORDOBA";171
"1979";3533;"SATURNINO M. LASPIUR";"CORDOBA";171
"1980";3533;"VILLA SAN ESTEBAN";"CORDOBA";171
"1981";3537;"ALTO ALEGRE";"CORDOBA";171
"1982";3537;"BELL VILLE";"CORDOBA";171
"1983";3537;"CHILIBROSTE";"CORDOBA";171
"1984";3537;"CINTRA";"CORDOBA";171
"1985";3537;"CUATRO CAMINOS";"CORDOBA";171
"1986";3537;"IDIAZABAL";"CORDOBA";171
"1987";3537;"JUSTINIANO POSSE";"CORDOBA";171
"1988";3537;"LABORDE";"CORDOBA";172
"1989";3537;"LAS LAGUNITAS";"CORDOBA";172
"1990";3537;"MONTE LEÑA";"CORDOBA";172
"1991";3537;"MORRISON";"CORDOBA";172
"1992";3537;"ORDOÑEZ";"CORDOBA";172
"1993";3537;"SAN ANTONIO DE LITIN";"CORDOBA";172
"1994";3537;"SAN MARCOS SUD";"CORDOBA";172
"1995";3537;"VILLA LOS PATOS";"CORDOBA";172
"1996";3541;"BIALET MASSE";"CORDOBA";172
"1997";3541;"COSQUIN";"CORDOBA";172
"1998";3541;"SAN ANTONIO DE ARREDONDO";"CORDOBA";173
"1999";3541;"SANTA MARIA DE PUNILLA";"CORDOBA";173
"2000";3541;"TANTI";"CORDOBA";173
"2001";3541;"VILLA CARLOS PAZ";"CORDOBA";173
"2002";3541;"VILLA RIO ICHO CRUZ";"CORDOBA";173
"2003";3541;"VILLA SAN NICOLAS";"CORDOBA";173
"2004";3541;"VILLA SANTA CRUZ DEL LAGO";"CORDOBA";173
"2005";3542;"AGUA DEL CRISPIN";"CORDOBA";173
"2006";3542;"ALTO GRANDE";"CORDOBA";173
"2007";3542;"AMBUL";"CORDOBA";173
"2008";3542;"BAJO DE LOS CORRALES";"CORDOBA";174
"2009";3542;"BELLA VISTA (PROV. CORDOBA)";"CORDOBA";174
"2010";3542;"CANDELARIA (PROV.  CORDOBA)";"CORDOBA";174
"2011";3542;"CAPILLA DE LA CANDELARIA (PROV. CORDOBA, DTO. CRUZ DEL EJE)";"CORDOBA";174
"2012";3542;"CHANCANI";"CORDOBA";174
"2013";3542;"CIENAGA DE BRITOS";"CORDOBA";174
"2014";3542;"CIENAGA DEL CORO";"CORDOBA";174
"2015";3542;"CRUZ DE CAÑA";"CORDOBA";174
"2016";3542;"EL QUEMADO";"CORDOBA";174
"2017";3542;"ESTANCIA GUADALUPE";"CORDOBA";174
"2018";3542;"GUASAPAMPA";"CORDOBA";175
"2019";3542;"LA ARGENTINA";"CORDOBA";175
"2020";3542;"LA HIGUERA (PROV. CORDOBA)";"CORDOBA";175
"2021";3542;"LA PLAYA";"CORDOBA";175
"2022";3542;"LA SIERRITA (PROV. CORDOBA, DTO. POCHO)";"CORDOBA";175
"2023";3542;"LOS BARRIALES";"CORDOBA";175
"2024";3542;"LOS MEDANITOS";"CORDOBA";175
"2025";3542;"MORTERITOS";"CORDOBA";175
"2026";3542;"MUSSI";"CORDOBA";175
"2027";3542;"NINALQUIN";"CORDOBA";175
"2028";3542;"OJO DE AGUA  (PROV. CORDOBA, DTO MINAS)";"CORDOBA";176
"2029";3542;"OJO DE AGUA SUR";"CORDOBA";176
"2030";3542;"PIEDRAS ANCHAS";"CORDOBA";176
"2031";3542;"RUMIACO";"CORDOBA";176
"2032";3542;"SAGRADA FAMILIA";"CORDOBA";176
"2033";3542;"SALSACATE";"CORDOBA";176
"2034";3542;"SAN CARLOS MINAS";"CORDOBA";176
"2035";3542;"SAN JERONIMO";"CORDOBA";176
"2036";3542;"SIERRA DE PAREDES";"CORDOBA";176
"2037";3542;"TALA CAÑADA";"CORDOBA";176
"2038";3542;"TOSNO";"CORDOBA";177
"2039";3542;"VILLA DE POCHO";"CORDOBA";177
"2040";3543;"ARGÜELLO";"CORDOBA";177
"2041";3543;"CABANA";"CORDOBA";177
"2042";3543;"DUMESNIL";"CORDOBA";177
"2043";3543;"LA CALERA (PROV.  CORDOBA)";"CORDOBA";177
"2044";3543;"MENDIOLAZA";"CORDOBA";177
"2045";3543;"RIO CEBALLOS";"CORDOBA";177
"2046";3543;"SALDAN";"CORDOBA";177
"2047";3543;"SALSIPUEDES";"CORDOBA";177
"2048";3543;"UNQUILLO";"CORDOBA";178
"2049";3544;"CIENAGA DE ALLENDE";"CORDOBA";178
"2050";3544;"CONLARA";"CORDOBA";178
"2051";3544;"EL MEDANITO";"CORDOBA";178
"2052";3544;"EL PERCHEL (PROV. CORDOBA, DTO. PUNILLA)";"CORDOBA";178
"2053";3544;"LA CONCEPCION";"CORDOBA";178
"2054";3544;"LA PAZ (PROV.  CORDOBA)";"CORDOBA";178
"2055";3544;"LA POBLACION";"CORDOBA";178
"2056";3544;"LA TRAVESIA";"CORDOBA";178
"2057";3544;"LAS CALLES";"CORDOBA";178
"2058";3544;"LAS CORTADERAS (PROV. CORDOBA)";"CORDOBA";179
"2059";3544;"LAS TAPIAS NORTE";"CORDOBA";179
"2060";3544;"LOS CALLEJONES";"CORDOBA";179
"2061";3544;"LOS CERRILLOS (PROV. CORDOBA, DTO. SAN JAVIER)";"CORDOBA";179
"2062";3544;"LOS HORNILLOS";"CORDOBA";179
"2063";3544;"LOS MANANTIALES (PROV. CORDOBA)";"CORDOBA";179
"2064";3544;"LOS ROMEROS";"CORDOBA";179
"2065";3544;"LUYABA";"CORDOBA";179
"2066";3544;"MINA CLAVERO";"CORDOBA";179
"2067";3544;"NONO";"CORDOBA";179
"2068";3544;"OJO DE AGUA (PROV. CORDOBA, DTO. SAN ALBERTO)";"CORDOBA";180
"2069";3544;"PANAHOLMA";"CORDOBA";180
"2070";3544;"PIEDRA PINTADA";"CORDOBA";180
"2071";3544;"QUEBRACHO LADEADO";"CORDOBA";180
"2072";3544;"SAN JAVIER (PROV.  CORDOBA)";"CORDOBA";180
"2073";3544;"SAN JOSE (PROV.  CORDOBA)";"CORDOBA";180
"2074";3544;"SAN MIGUEL (PROV.  CORDOBA)";"CORDOBA";180
"2075";3544;"SAN RAFAEL (PROV. CORDOBA)";"CORDOBA";180
"2076";3544;"SAN VICENTE (PROV.  CORDOBA)";"CORDOBA";180
"2077";3544;"SAUCE ARRIBA";"CORDOBA";180
"2078";3544;"VILLA DOLORES";"CORDOBA";181
"2079";3544;"VILLA LAS ROSAS";"CORDOBA";181
"2080";3544;"VILLA RAFAEL BENEGAS";"CORDOBA";181
"2081";3544;"YACANTO";"CORDOBA";181
"2082";3546;"AMBOY";"CORDOBA";181
"2083";3546;"ATOS PAMPA";"CORDOBA";181
"2084";3546;"BAHIA AGRADABLE";"CORDOBA";181
"2085";3546;"CAÑADA DEL SAUCE";"CORDOBA";181
"2086";3546;"CERRO PELADO";"CORDOBA";181
"2087";3546;"EL CORCOVADO";"CORDOBA";181
"2088";3546;"EL DURAZNO SUR";"CORDOBA";182
"2089";3546;"INTI YACO";"CORDOBA";182
"2090";3546;"LA CRUZ (PROV.  CORDOBA)";"CORDOBA";182
"2091";3546;"LA CUMBRECITA";"CORDOBA";182
"2092";3546;"LOS REARTES";"CORDOBA";182
"2093";3546;"LUTTI";"CORDOBA";182
"2094";3546;"POTRERO DE LUJAN";"CORDOBA";182
"2095";3546;"SAN IGNACIO SUR";"CORDOBA";182
"2096";3546;"SANTA ROSA DE CALAMUCHITA";"CORDOBA";182
"2097";3546;"VILLA ALPINA";"CORDOBA";182
"2098";3546;"VILLA AMANCAY";"CORDOBA";183
"2099";3546;"VILLA BERNA";"CORDOBA";183
"2100";3546;"VILLA DEL DIQUE";"CORDOBA";183
"2101";3546;"VILLA GENERAL BELGRANO";"CORDOBA";183
"2102";3546;"VILLA PARQUE LOS REARTES";"CORDOBA";183
"2103";3546;"VILLA RUMIPAL";"CORDOBA";183
"2104";3546;"VILLA SANTA MONICA";"CORDOBA";183
"2105";3546;"VILLA YACANTO";"CORDOBA";183
"2106";3547;"ALTA GRACIA";"CORDOBA";183
"2107";3547;"ANIZACATE";"CORDOBA";183
"2108";3547;"BAHIA TONON";"CORDOBA";184
"2109";3547;"BAJO CHICO";"CORDOBA";184
"2110";3547;"BOCA DEL RIO";"CORDOBA";184
"2111";3547;"COLONIA EVITA";"CORDOBA";184
"2112";3547;"DESPEÑADEROS";"CORDOBA";184
"2113";3547;"FALDA DEL CARMEN";"CORDOBA";184
"2114";3547;"GOLPE DE AGUA";"CORDOBA";184
"2115";3547;"JOSE DE LA QUINTANA";"CORDOBA";184
"2116";3547;"LA BOLSA";"CORDOBA";184
"2117";3547;"LA PAISANITA";"CORDOBA";184
"2118";3547;"LA SERRANITA";"CORDOBA";185
"2119";3547;"LOS CEDROS";"CORDOBA";185
"2120";3547;"LOS MOLINOS (PROV.  CORDOBA)";"CORDOBA";185
"2121";3547;"MONTE RALO";"CORDOBA";185
"2122";3547;"OBSERVATORIO";"CORDOBA";185
"2123";3547;"POTRERO DE GARAY";"CORDOBA";185
"2124";3547;"RAFAEL GARCIA";"CORDOBA";185
"2125";3547;"SAN AGUSTIN (PROV.  CORDOBA)";"CORDOBA";185
"2126";3547;"SAN CLEMENTE";"CORDOBA";185
"2127";3547;"SANTA ANA (PROV.  CORDOBA, DTO. SANTA MARIA)";"CORDOBA";185
"2128";3547;"VALLE CAUNTRY CLUB";"CORDOBA";186
"2129";3547;"VILLA CIUDAD DE AMERICA";"CORDOBA";186
"2130";3547;"VILLA DIQUE LOS MOLINOS";"CORDOBA";186
"2131";3547;"VILLA LA MARCED";"CORDOBA";186
"2132";3547;"VILLA LOS AROMOS";"CORDOBA";186
"2133";3547;"VILLA LOS MOLINOS NORTE";"CORDOBA";186
"2134";3547;"VILLA SAN ISIDRO";"CORDOBA";186
"2135";3548;"CANTERAS IGUAZU";"CORDOBA";186
"2136";3548;"CAPILLA DEL MONTE";"CORDOBA";186
"2137";3548;"CASA GRANDE";"CORDOBA";186
"2138";3548;"CHARBONIER";"CORDOBA";187
"2139";3548;"DOLORES (PROV.  CORDOBA)";"CORDOBA";187
"2140";3548;"ESCUELA EL PANTANO";"CORDOBA";187
"2141";3548;"LA CUMBRE";"CORDOBA";187
"2142";3548;"LA FALDA";"CORDOBA";187
"2143";3548;"LOS COCOS";"CORDOBA";187
"2144";3548;"NEGRO HUASI";"CORDOBA";187
"2145";3548;"ONGAMIRA";"CORDOBA";187
"2146";3548;"ORO GRUESO";"CORDOBA";187
"2147";3548;"PIEDRAS GRANDES";"CORDOBA";187
"2148";3548;"SAN ESTEBAN";"CORDOBA";188
"2149";3548;"VALLE HERMOSO";"CORDOBA";188
"2150";3548;"VILLA GIARDINO";"CORDOBA";188
"2151";3549;"AGUAS DE RAMON";"CORDOBA";188
"2152";3549;"BAÑADO DE SOTO";"CORDOBA";188
"2153";3549;"CANTERAS QUILPIO";"CORDOBA";188
"2154";3549;"CASAS VIEJAS (PROV. CORDOBA, DTO. COLON)";"CORDOBA";188
"2155";3549;"CRUZ DEL EJE";"CORDOBA";188
"2156";3549;"EL BRETE";"CORDOBA";188
"2157";3549;"EMBALSE PICHANAS";"CORDOBA";188
"2158";3549;"GUANACO MUERTO";"CORDOBA";189
"2159";3549;"LA BATEA";"CORDOBA";189
"2160";3549;"LOS LEONES";"CORDOBA";189
"2161";3549;"MEDIA NARANJA";"CORDOBA";189
"2162";3549;"PASO VIEJO";"CORDOBA";189
"2163";3549;"PICHANAS";"CORDOBA";189
"2164";3549;"PIEDRA ANCHA";"CORDOBA";189
"2165";3549;"SAN ANTONIO (PROV.  CORDOBA)";"CORDOBA";189
"2166";3549;"SAN MARCOS SIERRA";"CORDOBA";189
"2167";3549;"SERREZUELA";"CORDOBA";189
"2168";3549;"TOTORA HUASI";"CORDOBA";190
"2169";3549;"VILLA DE SOTO";"CORDOBA";190
"2170";3562;"ALTOS DE CHIPION";"CORDOBA";190
"2171";3562;"BRINKMANN";"CORDOBA";190
"2172";3562;"COLONIA DIEZ DE JULIO";"CORDOBA";190
"2173";3562;"COLONIA MILESI";"CORDOBA";190
"2174";3562;"COLONIA ROSA";"CORDOBA";190
"2175";3562;"COLONIA SAN PEDRO";"CORDOBA";190
"2176";3562;"COLONIA VIGNAUD";"CORDOBA";190
"2177";3562;"LA PAQUITA";"CORDOBA";190
"2178";3562;"MORTEROS";"CORDOBA";191
"2179";3562;"SAN GUILLERMO";"CORDOBA";191
"2180";3562;"SEEBER";"CORDOBA";191
"2181";3562;"SUARDI";"CORDOBA";191
"2182";3563;"BALNEARIA";"CORDOBA";191
"2183";3563;"MARULL";"CORDOBA";191
"2184";3563;"MIRAMAR (PROV.  CORDOBA)";"CORDOBA";191
"2185";3564;"COLONIA CASTELAR";"CORDOBA";191
"2186";3564;"COLONIA MARINA";"CORDOBA";191
"2187";3564;"COLONIA PROSPERIDAD";"CORDOBA";191
"2188";3564;"COLONIA SAN BARTOLOME";"CORDOBA";192
"2189";3564;"DEVOTO";"CORDOBA";192
"2190";3564;"FREYRE";"CORDOBA";192
"2191";3564;"LA FRANCIA";"CORDOBA";192
"2192";3564;"PLAZA LUXARDO";"CORDOBA";192
"2193";3564;"PORTEÑA";"CORDOBA";192
"2194";3564;"QUEBRACHO HERRADO";"CORDOBA";192
"2195";3564;"SAN FRANCISCO (PROV. CORDOBA)";"CORDOBA";192
"2196";3564;"ZENON PEREYRA";"CORDOBA";192
"2197";3571;"ALMAFUERTE (PROV.  CORDOBA)";"CORDOBA";192
"2198";3571;"CORRALITO";"CORDOBA";193
"2199";3571;"EMBALSE";"CORDOBA";193
"2200";3571;"GENERAL FOTHERINGHAM";"CORDOBA";193
"2201";3571;"LAS BAJADAS";"CORDOBA";193
"2202";3571;"LOS CONDORES";"CORDOBA";193
"2203";3571;"RIO TERCERO";"CORDOBA";193
"2204";3571;"TANCACHA";"CORDOBA";193
"2205";3571;"TRES POZOS (PROV.  CORDOBA)";"CORDOBA";193
